id,project_code,po_/_so_#,asn/dn_#,country,managed_by,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,unit_of_measure_per_pack,line_item_quantity,line_item_value,unit_price,manufacturing_site,weight_kilograms,freight_cost_usd
19013,161-ZA-T30,SCMS-68980,ASN-7662,South Africa,PMO - US,DDP,Air,2010-03-18,2010-03-19,2010-08-24,2010-09-20,2010-09-20,ARV,Adult,Aurobindo Pharma Limited,60,33338,84345.14,0.04,"Aurobindo Unit III, India",1791.0,1791.42
19014,111-MZ-T30,SCMS-247360,ASN-27769,Mozambique,PMO - US,EXW,Air,2014-05-15,2014-07-30,2014-09-10,2014-09-10,2014-10-03,HRDT,HIV test,"Orgenics, Ltd",100,3173,253840.0,0.8,"Alere Medical Co., Ltd.",1287.0,9209.0
19019,105-SS-T30,SCMS-200921,ASN-22955,South Sudan,PMO - US,EXW,Air,2013-07-18,2013-08-06,2014-02-11,2014-02-11,2014-02-11,HRDT,HIV test,"Trinity Biotech, Plc",20,25,800.0,1.6,"Trinity Biotech, Plc",159.0,2395.42
19063,105-SS-T30,SCMS-200920,ASN-21751,South Sudan,PMO - US,EXW,Air,2013-07-18,2013-08-06,2013-10-18,2013-10-18,2013-10-18,HRDT,HIV test,"Trinity Biotech, Plc",20,450,14400.0,1.6,"Trinity Biotech, Plc",1047.0,5869.655000000001
19080,106-HT-T30,SCMS-258570,ASN-30652,Haiti,PMO - US,FCA,Air,2014-09-24,2014-11-14,2015-03-11,2015-03-11,2015-03-16,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,15560,287393.2,0.15,ABBVIE Ludwigshafen Germany,3834.0,16386.12
19105,107-RW-T30,SCMS-129760,ASN-15231,Rwanda,PMO - US,EXW,Air,2011-11-30,2012-03-09,2012-06-22,2012-06-22,2012-06-22,ARV,Pediatric,CIPLA LIMITED,240,4534,38539.0,0.04,"Cipla, Goa, India",1631.0,13116.57
19142,108-VN-T30,SCMS-164530,ASN-18730,Vietnam,PMO - US,FCA,Air,2012-10-15,2012-11-07,2013-04-09,2013-04-09,2013-04-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30,373,8675.98,0.78,ABBVIE Ludwigshafen Germany,55.0,17.72
19146,116-ZA-T30,SCMS-259075,ASN-32122,South Africa,PMO - US,DDP,Truck,2014-09-11,2015-05-11,2015-05-12,2015-05-12,2015-05-12,ARV,Adult,PHARMACY DIRECT,60,11,198.35,0.3,"Aurobindo Unit III, India",1047.0,5869.655000000001
19172,105-SS-T30,SCMS-272170,ASN-32106,South Sudan,PMO - US,EXW,Air,2014-12-29,2015-02-20,2015-07-02,2015-07-07,2015-07-07,HRDT,HIV test,"Orgenics, Ltd",100,70,6230.0,0.89,"Alere Medical Co., Ltd.",1047.0,5869.655000000001
19177,104-CI-T30,SCMS-188291,ASN-22377,Côte d'Ivoire,PMO - US,EXW,Air,2013-04-18,2013-05-21,2013-11-13,2013-11-13,2013-11-14,HRDT,HIV test,"Orgenics, Ltd",100,4400,352000.0,0.8,"Alere Medical Co., Ltd.",1033.0,24728.57
19225,116-ZA-T30,SCMS-54980,ASN-5373,South Africa,PMO - US,DDP,Truck,2009-10-08,2009-10-15,2009-10-19,2009-10-19,2009-10-19,ARV,Pediatric,S. BUYS WHOLESALER,100,40,591.97,0.15,GSK Crawley,1047.0,5869.655000000001
19241,116-ZA-T30,SCMS-215410,ASN-23875,South Africa,PMO - US,DDP,Truck,2013-11-14,2013-12-02,2014-01-13,2014-01-13,2014-01-13,ARV,Pediatric,S. BUYS WHOLESALER,240,16,367.09,0.1,"Aurobindo Unit III, India",1047.0,5869.655000000001
19243,111-MZ-T30,SCMS-103150,ASN-11149,Mozambique,PMO - US,EXW,Air,2011-03-04,2011-03-30,2011-09-03,2011-09-03,2011-09-03,HRDT,HIV test,"Orgenics, Ltd",100,11800,916860.0,0.78,Inverness Japan,2675.0,4969.35
19244,101-CD-T30,SCMS-253260,ASN-28279,"Congo, DRC",PMO - US,EXW,Air,2014-08-11,2014-08-27,2014-11-04,2014-11-04,2014-11-20,HRDT,HIV test,"Trinity Biotech, Plc",20,9,288.0,1.6,"Trinity Biotech, Plc",1047.0,5869.655000000001
19246,109-TZ-T30,SCMS-186920,ASN-20340,Tanzania,PMO - US,EXW,Air,2013-04-12,2013-05-14,2013-09-05,2013-09-05,2013-09-05,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),30,5175,116437.5,0.75,Mylan (formerly Matrix) Nashik,775.0,4136.58
19250,104-CI-T30,SCMS-59690,ASN-7107,Côte d'Ivoire,PMO - US,CIP,Air,2009-12-08,2009-12-14,2010-06-10,2010-06-10,2010-06-10,ARV,Pediatric,BRISTOL-MYERS SQUIBB,60,4245,40327.5,0.16,"BMS Meymac, France",833.0,1134.5
19263,109-TZ-T30,SCMS-116850,ASN-12886,Tanzania,PMO - US,EXW,Air,2011-07-22,2011-08-01,2012-01-30,2012-01-30,2012-01-30,HRDT,HIV test,"Orgenics, Ltd",100,1500,120000.0,0.8,Inverness Japan,714.0,13836.99
19272,101-CD-T30,SCMS-280210,ASN-31750,"Congo, DRC",PMO - US,EXW,Air,2015-03-10,2015-03-16,2015-07-02,2015-07-02,2015-07-30,HRDT,HIV test,"Trinity Biotech, Plc",20,70,2240.0,1.6,"Trinity Biotech, Plc",508.0,3918.37
19282,116-ZA-T30,SCMS-50950,ASN-5006,South Africa,PMO - US,DDP,Truck,2009-05-07,2009-08-03,2009-09-03,2009-09-03,2009-09-03,ARV,Adult,S. BUYS WHOLESALER,30,800,21392.98,0.89,"Aspen-OSD, Port Elizabeth, SA",1047.0,5869.655000000001
19289,106-HT-T30,SCMS-210440,ASN-23016,Haiti,PMO - US,FCA,Air,2013-08-21,2013-10-22,2014-01-23,2014-01-23,2014-01-24,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,646,12480.72,0.16,ABBVIE Ludwigshafen Germany,166.0,737.11
19293,111-MZ-T30,SCMS-45670,ASN-5525,Mozambique,PMO - US,CIP,Air,2009-03-25,2009-05-13,2009-12-04,2009-12-04,2009-12-04,ARV,Adult,GLAXOSMITHKLINE EXPORT LIMITED,60,4,214.84,0.9,GSK Ware (UK),155.0,5869.655000000001
19335,102-SD-T30,SCMS-121850,ASN-13536,Sudan,PMO - US,EXW,Air,2011-09-07,2011-09-14,2012-02-20,2012-02-20,2012-02-20,HRDT,HIV test - Ancillary,"Orgenics, Ltd",100,3,24.0,0.08,"Alere Medical Co., Ltd.",2.0,1076.15
19344,105-GY-T30,SCMS-63980,ASN-6490,Guyana,PMO - US,EXW,Air,2010-01-19,2010-01-28,2010-04-09,2010-04-09,2010-04-09,ARV,Pediatric,CIPLA LIMITED,60,90,387.0,0.07,"Cipla, Goa, India",9.0,541.88
19346,116-ZA-T30,SCMS-238553,ASN-28021,South Africa,PMO - US,DDP,Truck,2014-04-30,2014-08-28,2014-08-28,2014-08-28,2014-08-28,ARV,Adult,PHARMACY DIRECT,30,11,332.32,1.01,"Aurobindo Unit III, India",1047.0,5869.655000000001
19348,102-ML-T30,SCMS-153790,ASN-16513,Mali,PMO - US,EXW,Air,2012-07-05,2012-08-21,2012-10-04,2012-10-04,2012-10-04,HRDT,HIV test,"Orgenics, Ltd",25,87,8265.0,3.8,Chembio Diagnostics Sys. Inc.,40.0,1333.4
19359,103-ZW-T30,SCMS-248220,ASN-27913,Zimbabwe,PMO - US,EXW,Air,2014-07-01,2014-08-04,2014-09-18,2014-09-18,2014-09-19,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),300,2025,62410.5,0.1,ABBVIE (Abbott) Logis. UK,1902.0,16777.24
19405,109-TZ-T30,SCMS-189360,ASN-21234,Tanzania,PMO - US,EXW,Air,2013-04-30,2013-05-29,2013-09-17,2013-09-16,2013-09-16,HRDT,HIV test,"Standard Diagnostics, Inc.",100,3039,0.0,0.0,"Alere Medical Co., Ltd.",1257.0,21351.18
19406,108-VN-T30,SCMS-164680,ASN-18664,Vietnam,PMO - US,EXW,Air,2012-10-15,2012-11-07,2013-04-02,2013-04-02,2013-04-02,ARV,Adult,HETERO LABS LIMITED,60,1082,6221.5,0.1,Hetero Unit III Hyderabad IN,2228.0,3565.08
19410,133-NG-T30,SCMS-103110,ASN-11031,Nigeria,PMO - US,EXW,Air,2011-02-16,2011-03-30,2011-07-07,2011-07-07,2011-07-07,HRDT,HIV test,"Orgenics, Ltd",100,2586,230154.0,0.89,Inverness Japan,1231.0,28132.96
19431,104-CI-T30,SCMS-228080,ASN-29972,Côte d'Ivoire,PMO - US,EXW,Air,2014-01-23,2014-02-26,2015-01-23,2015-01-23,2015-01-23,HRDT,HIV test,"Standard Diagnostics, Inc.",25,1400,28700.0,0.82,"Standard Diagnostics, Korea",437.0,5924.89
19484,133-NG-T30,SCMS-270770,ASN-31785,Nigeria,PMO - US,EXW,Air,2014-12-08,2015-03-13,2015-05-07,2015-05-07,2015-05-22,HRDT,HIV test,"Orgenics, Ltd",100,5640,501960.0,0.89,"Alere Medical Co., Ltd.",2292.0,27361.87
19512,108-VN-T30,SCMS-123530,ASN-14319,Vietnam,PMO - US,EXW,Air,2011-09-21,2011-10-03,2012-04-24,2012-04-24,2012-04-24,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),30,5451,76859.1,0.47,Mylan (formerly Matrix) Nashik,1675.0,3401.49
19514,116-ZA-T30,SCMS-238553,ASN-28021,South Africa,PMO - US,DDP,Truck,2014-04-30,2014-08-28,2014-08-28,2014-08-28,2014-08-28,ARV,Adult,PHARMACY DIRECT,60,16,499.07,0.52,"Aurobindo Unit III, India",1047.0,5869.655000000001
19584,109-TZ-T30,SCMS-136930,ASN-14644,Tanzania,PMO - US,EXW,Air,2012-01-25,2012-02-17,2012-05-25,2012-05-25,2012-05-25,HRDT,HIV test,"Orgenics, Ltd",100,1337,106960.0,0.8,"Alere Medical Co., Ltd.",639.0,12022.17
19620,104-CI-T30,SCMS-91830,ASN-9057,Côte d'Ivoire,PMO - US,FCA,Air,2010-11-04,2010-11-11,2011-01-14,2011-01-14,2011-01-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,7320,264691.2,0.3,ABBVIE Ludwigshafen Germany,1838.0,13562.36
19627,111-MZ-T30,SCMS-264780,ASN-30261,Mozambique,PMO - US,EXW,Air,2014-11-12,2014-11-19,2015-02-10,2015-02-10,2015-02-18,HRDT,HIV test - Ancillary,"Orgenics, Ltd",1,60,300.0,5.0,"Alere Medical Co., Ltd.",1047.0,5869.655000000001
19630,108-VN-T30,SCMS-166140,ASN-17572,Vietnam,PMO - US,EXW,Air,2012-10-15,2012-11-09,2013-01-09,2013-01-09,2013-01-09,ARV,Pediatric,Aurobindo Pharma Limited,240,136,251.6,0.01,"Aurobindo Unit III, India",173.0,1079.39
19647,161-ZA-T30,SCMS-104240,ASN-12269,South Africa,PMO - US,DDP,Ocean,2011-03-11,2011-03-30,2011-11-18,2011-11-18,2011-11-18,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,240,20000,185600.0,0.04,GSK Mississauga (Canada),7664.0,17022.13
19656,161-ZA-T30,SCMS-84250,ASN-9052,South Africa,PMO - US,DDP,Ocean,2010-08-31,2010-09-21,2010-12-15,2010-12-15,2010-12-15,ARV,Adult,STRIDES ARCOLAB LIMITED,60,168711,416716.17,0.04,"Strides, Bangalore, India.",8183.0,12225.76
19670,116-ZA-T30,SCMS-259079,ASN-33852,South Africa,PMO - US,DDP,Truck,2014-09-11,2014-10-09,2015-08-24,2015-08-24,2015-08-24,ARV,Adult,PHARMACY DIRECT,60,82,4392.17,0.89,"Aurobindo Unit III, India",1047.0,5869.655000000001
19685,110-ZM-T30,SCMS-183050,ASN-19389,Zambia,PMO - US,FCA,Air,2013-02-13,2013-03-28,2013-05-22,2013-05-22,2013-05-22,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),300,1500,46230.0,0.1,ABBVIE (Abbott) Logis. UK,1374.0,10365.13
19689,116-ZA-T30,SCMS-72870,ASN-7106,South Africa,PMO - US,DDP,Truck,2010-04-30,2010-05-05,2010-05-12,2010-05-12,2010-05-12,ARV,Pediatric,S. BUYS WHOLESALER,300,50,2037.29,0.14,ABBVIE (Abbott) Logis. UK,1047.0,5869.655000000001
19694,102-GY-T30,SCMS-52270,ASN-4928,Guyana,PMO - US,EXW,Air,2009-08-13,2009-08-31,2009-09-24,2009-09-24,2009-09-24,HRDT,HIV test,"Trinity Biotech, Plc",20,2551,81632.0,1.6,"Trinity Biotech, Plc",885.0,11057.25
19696,102-CD-T30,SCMS-145470,ASN-15048,"Congo, DRC",PMO - US,EXW,Air,2012-04-24,2012-05-07,2012-08-02,2012-08-02,2012-08-02,HRDT,HIV test,"Trinity Biotech, Plc",20,400,12800.0,1.6,"Trinity Biotech, Plc",132.0,1692.7
19712,108-VN-T30,SCMS-210120,ASN-24394,Vietnam,PMO - US,EXW,Air,2013-10-04,2013-10-10,2014-04-23,2014-04-23,2014-04-23,ARV,Adult,HETERO LABS LIMITED,30,2516,8151.84,0.11,Hetero Unit III Hyderabad IN,1047.0,5869.655000000001
19771,108-VN-T30,SCMS-69220,ASN-7411,Vietnam,PMO - US,FCA,Air,2010-03-22,2010-03-31,2010-07-16,2010-07-16,2010-07-16,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,5530,454566.0,0.68,ABBVIE Ludwigshafen Germany,1348.0,10670.09
19788,161-ZA-T30,SCMS-103360,ASN-11433,South Africa,PMO - US,DDP,Ocean,2011-03-10,2011-03-24,2011-09-02,2011-09-14,2011-09-14,ARV,Pediatric,Aurobindo Pharma Limited,30,2247,5482.68,0.08,"Aurobindo Unit III, India",1047.0,5869.655000000001
19840,108-VN-T30,SCMS-263670,ASN-30942,Vietnam,PMO - US,EXW,Air,2014-10-30,2014-12-08,2015-04-14,2015-04-14,2015-04-14,ARV,Adult,HETERO LABS LIMITED,60,1900,21280.0,0.19,Hetero Unit III Hyderabad IN,2356.0,3688.77
19851,114-UG-T30,SCMS-202560,ASN-22984,Uganda,PMO - US,EXW,Air,2013-08-05,2013-08-09,2013-12-10,2013-12-12,2013-12-13,ARV,Pediatric,Aurobindo Pharma Limited,100,11310,14703.0,0.01,"Aurobindo Unit III, India",2454.0,10898.12
19863,116-ZA-T30,SCMS-259078,ASN-33470,South Africa,PMO - US,DDP,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,60,23,528.93,0.38,"Aurobindo Unit III, India",1047.0,5869.655000000001
19873,116-ZA-T30,SCMS-259078,ASN-33470,South Africa,PMO - US,DDP,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,60,23,315.96,0.23,"Aurobindo Unit III, India",1047.0,5869.655000000001
19891,161-ZA-T30,SCMS-83890,ASN-9513,South Africa,PMO - US,DDP,Ocean,2010-08-31,2010-09-21,2011-02-24,2011-02-24,2011-02-24,ARV,Pediatric,CIPLA LIMITED,240,55000,114400.0,0.01,"Cipla, Goa, India",20419.0,17267.14
19905,108-VN-T30,SCMS-77250,ASN-8909,Vietnam,PMO - US,EXW,Air,2010-06-23,2010-07-01,2010-12-08,2010-12-08,2010-12-08,ARV,Adult,Aurobindo Pharma Limited,60,20000,165000.0,0.14,"Aurobindo Unit III, India",1951.0,13083.7
19924,106-HT-T30,SCMS-260780,ASN-31452,Haiti,PMO - US,EXW,Air,2014-10-10,2014-11-05,2015-05-05,2015-05-05,2015-05-11,HRDT,HIV test,"Orgenics, Ltd",100,6302,630200.0,1.0,"Alere Medical Co., Ltd.",2557.0,21256.43
19940,108-VN-T30,SCMS-226251,ASN-27964,Vietnam,PMO - US,EXW,Air,2014-02-06,2014-06-27,2014-11-03,2014-11-03,2014-11-03,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),60,20000,129800.0,0.11,Mylan (formerly Matrix) Nashik,1725.0,3273.14
19958,103-KE-T30,SCMS-149610,ASN-15368,Kenya,PMO - US,EXW,Air,2012-06-05,2012-06-14,2012-07-09,2012-07-09,2012-07-09,HRDT,HIV test,"Orgenics, Ltd",100,1,89.0,0.89,"Alere Medical Co., Ltd.",985.0,11034.01
19959,116-ZA-T30,SCMS-238555,ASN-29257,South Africa,PMO - US,DDP,Truck,2014-04-30,2014-11-04,2014-11-05,2014-11-05,2014-11-05,ARV,Adult,PHARMACY DIRECT,60,203,1855.98,0.15,"Aurobindo Unit III, India",1047.0,5869.655000000001
19977,116-ZA-T30,SCMS-54980,ASN-5372,South Africa,PMO - US,DDP,Truck,2009-10-08,2009-10-15,2009-10-21,2009-10-21,2009-10-21,ARV,Pediatric,S. BUYS WHOLESALER,240,1000,6669.31,0.03,GSK Mississauga (Canada),1047.0,5869.655000000001
19996,119-NA-T30,SCMS-47550,ASN-4512,Namibia,PMO - US,EXW,Air,2009-05-29,2009-06-15,2009-08-05,2009-08-05,2009-08-05,ARV,Pediatric,CIPLA LIMITED,60,688,1651.2,0.04,"Cipla, Goa, India",53.0,571.53
20044,116-ZA-T30,SCMS-238552,ASN-27608,South Africa,PMO - US,DDP,Truck,2014-04-30,2014-08-05,2014-08-05,2014-08-05,2014-08-05,ARV,Adult,PHARMACY DIRECT,270,30,2177.92,0.27,Roche Basel,1047.0,5869.655000000001
20073,133-NG-T30,SCMS-260700,ASN-29931,Nigeria,PMO - US,EXW,Air,2014-09-22,2014-10-29,2015-01-19,2015-01-20,2015-01-22,HRDT,HIV test,"Orgenics, Ltd",100,3144,279816.0,0.89,"Alere Medical Co., Ltd.",1276.0,15681.99
20133,114-UG-T30,SCMS-54140,ASN-5318,Uganda,PMO - US,FCA,Air,2009-09-08,2009-09-30,2009-11-04,2009-11-04,2009-11-04,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,60,2169.6,0.3,ABBVIE Ludwigshafen Germany,36.0,814.04
20172,111-MZ-T30,SCMS-164000,ASN-18532,Mozambique,PMO - US,EXW,Air,2012-10-18,2012-11-06,2013-03-20,2013-03-21,2013-03-21,HRDT,HIV test,"Orgenics, Ltd",100,2939,235120.0,0.8,"Alere Medical Co., Ltd.",1330.0,13801.89
20185,105-SS-T30,SCMS-245260,ASN-29409,South Sudan,PMO - US,EXW,Air,2014-06-17,2014-06-30,2014-12-22,2014-12-22,2015-01-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd",1,160,800.0,5.0,"Alere Medical Co., Ltd.",149.0,2084.52
20219,108-VN-T30,SCMS-156310,ASN-17176,Vietnam,PMO - US,EXW,Air,2012-07-25,2012-08-15,2012-12-14,2012-12-14,2012-12-14,ARV,Adult,HETERO LABS LIMITED,60,10158,71918.64,0.12,Hetero Unit III Hyderabad IN,941.0,1934.17
20236,101-CD-T30,SCMS-239810,ASN-27324,"Congo, DRC",PMO - US,EXW,Air,2014-05-15,2014-05-19,2014-09-30,2014-09-30,2014-10-21,ARV,Pediatric,Aurobindo Pharma Limited,30,550,6050.0,0.37,"Aurobindo Unit III, India",1047.0,5869.655000000001
20239,107-RW-T30,SCMS-137421,ASN-15443,Rwanda,PMO - US,EXW,Air,2011-12-07,2012-06-14,2012-07-20,2012-07-20,2012-07-20,ARV,Adult,HETERO LABS LIMITED,30,20370,72720.9,0.12,Hetero Unit III Hyderabad IN,1751.0,13244.8
20245,102-SZ-T30,SCMS-159081,ASN-19430,Swaziland,PMO - US,EXW,Air,2012-08-23,2012-09-12,2013-05-21,2013-05-21,2013-05-21,HRDT,HIV test,"Trinity Biotech, Plc",20,150,4800.0,1.6,"Trinity Biotech, Plc",58.0,642.05
20264,107-RW-T30,SCMS-198222,ASN-24715,Rwanda,PMO - US,EXW,Air,2013-06-21,2013-08-12,2014-03-27,2014-03-27,2014-03-27,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",1,2988,73206.0,24.5,"KHB Test Kit Facility, Shanghai China",1992.0,26266.34
20266,114-UG-T30,SCMS-142320,ASN-15425,Uganda,PMO - US,DDP,Air,2012-03-15,2012-04-17,2012-07-05,2012-07-05,2012-07-05,ARV,Adult,ASPEN PHARMACARE,120,150,11250.0,0.62,"Janssen-Cilag, Latina, IT",49.0,475.0
20274,108-VN-T30,SCMS-236060,ASN-27814,Vietnam,PMO - US,EXW,Air,2014-04-08,2014-04-30,2014-09-22,2014-09-15,2014-09-17,ARV,Adult,HETERO LABS LIMITED,30,17280,181440.0,0.35,Hetero Unit III Hyderabad IN,2401.0,3701.66
20280,123-NG-T30,SCMS-51270,ASN-5524,Nigeria,PMO - US,FCA,Air,2009-08-03,2009-08-12,2009-12-15,2009-12-15,2009-12-15,ARV,Adult,Hoffmann-La Roche ltd Basel,120,500,47667.85,0.79,Roche Basel,83.0,852.02
20291,116-ZA-T30,SCMS-71370,ASN-7373,South Africa,PMO - US,DDP,Truck,2010-04-19,2010-04-21,2010-05-31,2010-05-31,2010-05-31,ARV,Adult,S. BUYS WHOLESALER,30,540,25796.95,1.59,"Aspen-OSD, Port Elizabeth, SA",1047.0,5869.655000000001
20294,110-ZM-T30,SCMS-202390,ASN-23686,Zambia,PMO - US,EXW,Air,2013-07-22,2013-08-12,2014-02-14,2014-02-14,2014-02-18,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),30,300000,1722000.0,0.19,Mylan (formerly Matrix) Nashik,24233.0,119474.09
20319,110-ZM-T30,SCMS-239740,ASN-26572,Zambia,PMO - US,EXW,Air,2014-05-02,2014-05-20,2014-09-12,2014-09-12,2014-09-17,HRDT,HIV test,"Orgenics, Ltd",100,6000,480000.0,0.8,"Alere Medical Co., Ltd.",2439.0,30885.26
20321,108-VN-T30,SCMS-145310,ASN-16124,Vietnam,PMO - US,EXW,Air,2012-04-11,2012-06-11,2012-10-02,2012-10-02,2012-10-02,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),60,331,4220.25,0.21,Mylan (formerly Matrix) Nashik,2951.0,7211.04
20349,108-VN-T30,SCMS-145310,ASN-16124,Vietnam,PMO - US,EXW,Air,2012-04-11,2012-06-11,2012-10-02,2012-10-02,2012-10-02,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),30,30704,137860.96,0.15,Mylan (formerly Matrix) Nashik,1047.0,5869.655000000001
20371,108-VN-T30,SCMS-145530,ASN-16123,Vietnam,PMO - US,EXW,Air,2012-04-11,2012-06-12,2012-10-09,2012-10-09,2012-10-09,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),60,1302,5403.3,0.07,Mylan (formerly Matrix) Nashik,4587.0,11252.53
20383,106-HT-T30,SCMS-148370,ASN-16472,Haiti,PMO - US,EXW,Ocean,2012-05-14,2012-07-03,2012-12-20,2012-12-20,2012-12-20,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),60,34080,318648.0,0.16,Mylan (formerly Matrix) Nashik,4726.0,7208.11
20407,116-ZA-T30,SCMS-199289,ASN-28036,South Africa,PMO - US,DDP,Truck,2013-07-11,2014-08-29,2014-08-29,2014-08-29,2014-08-29,ARV,Adult,S. BUYS WHOLESALER,30,627,13051.03,0.69,Hetero Unit III Hyderabad IN,1047.0,5869.655000000001
20417,116-ZA-T30,SCMS-259079,ASN-33851,South Africa,PMO - US,DDP,Truck,2014-09-11,2014-10-09,2015-08-24,2015-08-24,2015-08-24,ARV,Adult,PHARMACY DIRECT,30,42,507.93,0.4,"Aurobindo Unit III, India",1047.0,5869.655000000001
20432,161-ZA-T30,SCMS-103390,ASN-12169,South Africa,PMO - US,DDP,Ocean,2011-03-10,2011-03-24,2011-10-10,2011-11-03,2011-11-03,ARV,Adult,Aurobindo Pharma Limited,30,106589,480716.39,0.15,"Aurobindo Unit III, India",9061.0,9323.3
20450,101-CD-T30,SCMS-189070,ASN-20218,"Congo, DRC",PMO - US,EXW,Air,2013-04-23,2013-05-17,2013-11-28,2013-11-28,2013-12-03,ARV,Pediatric,Aurobindo Pharma Limited,30,171,1453.5,0.28,"Aurobindo Unit III, India",81.0,2782.94
20462,104-CI-T30,SCMS-75381,ASN-7842,Côte d'Ivoire,PMO - US,EXW,Air,2010-02-25,2010-06-07,2010-09-08,2010-09-08,2010-09-08,HRDT,HIV test,"Orgenics, Ltd",100,3000,233100.0,0.78,Inverness Japan,680.0,11463.46
20506,108-VN-T30,SCMS-281650,ASN-32442,Vietnam,PMO - US,EXW,Air,2015-01-28,2015-03-19,2015-07-07,2015-07-07,2015-07-07,ARV,Adult,HETERO LABS LIMITED,30,17300,54495.0,0.1,Hetero Unit III Hyderabad IN,1320.0,2730.91
20512,107-RW-T30,SCMS-235960,ASN-27544,Rwanda,PMO - US,EXW,Air,2014-03-25,2014-04-29,2014-08-22,2014-08-22,2014-08-26,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,60,1411,46563.0,0.55,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",145.0,1950.74
20544,114-UG-T30,SCMS-264740,ASN-30492,Uganda,PMO - US,EXW,Air,2014-11-11,2014-12-04,2015-02-27,2015-02-27,2015-03-01,HRDT,HIV test,"Orgenics, Ltd",100,4872,389760.0,0.8,"Alere Medical Co., Ltd.",1978.0,16876.25
20558,101-CD-T30,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,EXW,Air,2015-03-10,2015-03-17,2015-07-23,2015-07-23,2015-07-29,HRDT,HIV test,"Orgenics, Ltd",100,100,8000.0,0.8,"Alere Medical Co., Ltd.",1047.0,5869.655000000001
20560,105-GH-T30,SCMS-235810,ASN-27124,Ghana,PMO - US,FCA,Air,2014-03-24,2014-04-23,2014-08-06,2014-08-06,2014-08-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60,448,2661.12,0.1,ABBVIE Ludwigshafen Germany,63.0,1317.82
20619,109-TZ-T30,SCMS-189361,ASN-21237,Tanzania,PMO - US,EXW,Air,2013-04-30,2013-05-29,2013-09-16,2013-09-16,2013-09-16,HRDT,HIV test,"Standard Diagnostics, Inc.",100,2500,200000.0,0.8,"Alere Medical Co., Ltd.",1036.0,17579.56
20623,116-ZA-T30,SCMS-259071,ASN-29597,South Africa,PMO - US,DDP,Truck,2014-09-11,2014-11-28,2014-11-28,2014-11-28,2014-11-28,ARV,Adult,PHARMACY DIRECT,30,121,1671.82,0.46,Mylan (formerly Matrix) Nashik,1047.0,5869.655000000001
20631,111-MZ-T30,SCMS-260210,ASN-30569,Mozambique,PMO - US,CIP,Air,2014-08-27,2014-10-30,2015-02-16,2015-02-16,2015-03-12,ARV,Adult,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),60,276,14904.0,0.9,"Janssen-Cilag, Latina, IT",1047.0,5869.655000000001
20666,112-NG-T30,SCMS-51240,ASN-4829,Nigeria,PMO - US,FCA,Air,2009-08-04,2009-08-12,2009-10-16,2009-10-16,2009-10-16,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,500,18080.0,0.3,ABBVIE Ludwigshafen Germany,130.0,1599.22
